Broad_Category,Sub_category,Platform,Threat,Link,Description
VirWare,Virus,MSWord,Swlabs,https://threats.kaspersky.com/en/threat/Virus.MSWord.Swlabs/,"['\nThis Word macro virus contains seven identical macros: AutoOpen, Skammy,', '\nAutoNew, AutoExit, FileOpen, AutoClose, FileClose.', '\n', '\nIt replicates on all calls listed above. Because of an error(?) it disables', '\nfiles opening – FileOpen does not display the Open File dialog.']"
VirWare,Virus,MSWord,Switcher,https://threats.kaspersky.com/en/threat/Virus.MSWord.Switcher/,"['\nThis is an encrypted stealth Word macro virus. It contains ten macros:', '\nAutoExec, AutoOpen, AutoClose, FileClose, FileOpen, FileSave, FileSaveAs,', '\nFilePrint, FileTemplates, ToolsMacro.', '\n', '\nThe virus infects the global macros area (NORMAL.DOT) on opening an', '\ninfected document, saving it, saving with new name, closing, printing and', '\nentering Tools/Macro menu. Documents get infection when they are saved,', '\nsaved with new name or closed. The infection routine is placed in FileClose', '\nmacro, other macros call that macro to run infection.', '\n', '\nOn closing a document if the seconds are less than 10, the virus replaces', '\none random digit in current document. On entering Tools/Macro and', '\nFile/Templates menus the virus displays the MessageBox:', '\n']"
VirWare,Virus,MSWord,Titch,https://threats.kaspersky.com/en/threat/Virus.MSWord.Titch/,['This virus contains only one macro AutoClose and replicate themselves on document closing. It contain the comments:\n']
VirWare,Virus,MSWord,Surabaya,https://threats.kaspersky.com/en/threat/Virus.MSWord.Surabaya/,"['\nThis macro virus contains six macros: AutoOpen, FileSaveAs, Autoexec,', '\nToolsMacro, FileTemplates, Plong. It infects the global macros area on', '\nopening an infected document (AutoOpen) and writes itself to documents that', '\nare saved with new name (FileSaveAs).', '\n', '\nWhile installing into the system the virus creates new profile section (the', '\nWIN.INI file):', '\n']"
VirWare,Virus,MSWord,SuperIIs,https://threats.kaspersky.com/en/threat/Virus.MSWord.SuperIIs/,"['\n', '\nThis virus contains five macros in the module “Modul1”: AutoOpen (in', '\ndocuments) or AutoClose (in NORMAL.DOT), ViewVbCode, ToolsMacro, Flitnic.', '\nThe virus infects the global macros area on opening an infected document', '\n(AutoOpen), and copies itself to other documents on closing (AutoClose).', '\n', '\nWhile infecting, the virus exports/imports its code via the FLITNIC.DRV file', '\nthat is created in the Windows system directory. The virus detects already', '\ninfected files by the text “‘MYNAME=SUPERIISV1.0” that presents in virus', '\ncode.', '\n', '\nThis is the stealth virus. On viewing macro code by using the ViewVbCode', '\nfunction, the virus copies the infected NORMAL.DOT to the Windows system', '\ndirectory with the LO.SYS name, creates and runs the DOS batch file LO.BAT', '\nthat in loop monitors presence of temporary Word file, i.e., waits for the', '\nend of editing. This batch file then copies an infected LO.SYS file back to', '\nthe NORMAL.DOT. As a result, the virus is able “to survive” foreever if its code', '\nis removed from the global macros area.', '\n', '\nThe virus contains the comments:', '\n', '\n']"
VirWare,Virus,MSWord,Stealph,https://threats.kaspersky.com/en/threat/Virus.MSWord.Stealph/,"['\n', '\nThis virus contains two macros:', '\n', '\n', '\n', '\nIt replicates on documents opening. The documents->NORMAL.DOT infection', '\nroutine does not have replicating instructions in its code. Instead of', '\nordinary ways of infection, it creates the temporary CyberShadow macro,', '\nfills it with instructions of replication that are stored in virus text', '\nconstants, executes and then deletes.', '\n', '\nThe virus contains the comments:', '\n', '\n']"
VirWare,Virus,MSWord,Spooky,https://threats.kaspersky.com/en/threat/Virus.MSWord.Spooky/,"['\nThis is an encrypted virus. It contains nine macros: spooky, autoexec,', '\nautoopen, dateiöffnen, extrasmakro, dateidrucken, dateidokvorlagen,', '\nDateiSpeichernUnter, dateidruckenstandard.', '\n', '\nIf current seconds are greater than 55 the virus add text “Word.Spooky” to', '\nthe end of documents while printing them. Depending on the current date the', '\nsame string is printed to the status bar.', '\n', '\nOn extracting a macro (extrasmakro) the virus displays the message and', '\nwaits for “ykoops” password:', '\n']"
VirWare,Virus,MSWord,Stryx,https://threats.kaspersky.com/en/threat/Virus.MSWord.Stryx/,"['\nThis encrypted virus contains four macros:', '\n', '\nOn December 1st the virus creates the FUNNY.COM DOS trojan and runs it.', '\nThis trojan creates random named subdirectories on current disk. To drop', '\nthat trojan the virus saves to FUNNY.SCR file hexadecimal dump and converts', '\nit to DOS executable by using DEBUG utility. To do that the virus creates', '\nand executes FUNNY.BAT file:', '\n']"
VirWare,Virus,MSWord,Spy,https://threats.kaspersky.com/en/threat/Virus.MSWord.Spy/,"['\nThis is an encrypted macro virus. It contains only one macro FileClose and', '\ninfects the global macros area and documents on FileClose call. On', '\ninfecting the system the virus outputs the text to the status line:', '\n']"
VirWare,Virus,MSWord,Sunbeam,https://threats.kaspersky.com/en/threat/Virus.MSWord.Sunbeam/,"['\nThis Word macro virus contains three macros: DocClose, SUNBEAM, FileOpen.', '\nThe virus infects the global macros area (NORMAL.DOT) on closing an active', '\nwindow (DocClose) and writes itself to documents that are opened', '\n(FileOpen).', '\n', '\nOn October 5th the virus creates and executes the random named file (<3\nletters of current document name>DIE.BAT) that contains the text:', '\n']"
VirWare,Virus,MSWord,Strezz,https://threats.kaspersky.com/en/threat/Virus.MSWord.Strezz/,"['\nThis is an encrypted Word macro virus. It contains three macros: AutoOpen,', '\nFilePrint, FileSaveAs. The virus infects the global macros area', '\n(NORMAL.DOT) on opening an infected document (AutoOpen) and writes itself', '\nto documents that are saved with new name or printed (FilePrint,', '\nFileSaveAs).', '\n', '\nThe virus removes all menus that allow to check macros. On printing a', '\ndocument the virus not only infects it, but also removes all text from the', '\ndocument, disables re-do (EditUndo) and then prints the text:', '\n']"
VirWare,Virus,MSWord,Sparkle,https://threats.kaspersky.com/en/threat/Virus.MSWord.Sparkle/,"['\nThis is a stealth macro-virus. It contains three modules and 11 functions:', '\n', '\nThe virus draws its own dialogue on entering the Tools/Macro menu (stealth).', '\nOn pressing any button (except “Cancel”), the virus displays the MessageBox:', '\n']"
VirWare,Virus,MSWord,Splash,https://threats.kaspersky.com/en/threat/Virus.MSWord.Splash/,"['\nThis is a polymorphic macro-virus. It contains only one macro Splash and', '\none function AutoClose. The virus replicates itself on closing documents.', '\nOn any infection, the virus randomly inserts into its text 20 lines of', '\ncomments. The virus does not manifest itself in any way.']"
VirWare,Virus,MSWord,Story,https://threats.kaspersky.com/en/threat/Virus.MSWord.Story/,"['This macro-virus contains one macro that has different auto-names in', '\ninfected documents (“Document_Open”) and in the global macros area (NORMAL.DOT', '\n– “Document_Close”). As a result, the virus activates upon document opening', '\nand closing. It infects the global macros area upon infected document', '\nopening, and spreads to other documents upon closing.', 'While infecting, the virus also disables the Word macro virus protection (Virus', '\nWarning), as well as disables the Word menus:  “Tools/Macro”,', '\n“Tools/Customize…”, “View/Toolbars”, “View/Status Bar”.', 'The virus has a comment line that is used by the virus to separate', '\ninfected and uninfected documents. This text appears as follows:', 'The virus has worm ability and spreads its copy via IRC channels. To do', '\nthis, the virus-worm looks for the mIRC client installed in a system, and creates a new', '\nSCRIPT.INI file there. The virus looks for the mIRC client in only one', '\ndirectory, C:MIRC, and fails to infect the mIRC in the case when it is installed in any', '\nother directory. While infecting the mIRC client, the virus also disables its', '\nsecurity warning messages. To spread itself via IRC channels, the virus', '\nsends the infected document C:WINDOWSSTORY.DOC that is created by the virus', '\nwhen it infects a system.  The virus simply saves the current (infected) document there.', 'The virus’ script file contains a set of mIRC commands (about 4.5Kb of mIRC', '\ninstructions) that perform many functions, including spreading via', '\nchannels, displaying messages, sending spam messages and hiding itself.', 'The virus sends its copy (the STORY.DOC document) in three instances:', 'instance 1. Upon receiving any file from any person via IRC, the virus script', '\nimmediately sends back the infected STORY.DOC file.', 'instance 2. The virus uses the mIRC’s notify list. The notification list in the mIRC', '\nclient contains a list of nicks, and in the case that any of these nicks appears on the', '\nnet, the current client is informed of this (receives notification). In', '\nthe case that an affected mIRC client is notified about such a person, the virus performs the following: removes', '\nthis nick from the notification list; ignores all messages from this nick; and in 5', '\nseconds, sends a message, which in turn is followed 15 seconds later by a copy of the', '\nvirus (infected Word document – C:WINDOWSSTORY.DOC). The message that is', '\nsent to the nick appears as follows:', 'instance 3. Upon receiving the “Invite” command from any nick, the virus script, within', '\n10 seconds, joins this channel and then sends the message to this person', '\nfollowed by the same infected STORY.DOC file:', 'The virus also seems to inform its author about its activity. Upon connecting', '\nto the mIRC server, the virus adds a “SimpleSmn” nick to the notification list – the', '\naffected mIRC will be notified if such a nick appears in the IRC net. The', '\ninfected mIRC client then detects when a person with a “SimpleSmn” nick appears', '\nin the IRC net. In this case, the virus informs this person with the message', '\n“I’m on irc.”, so the virus informs its author about infected computers', '\nonline.', 'Upon a “Notice” command from the “Simplicity” nick, the virus then opens the C:', '\ndrive on the infected computer as a file server (with full access), so the', '\nvirus has Backdoor ability.', 'Upon connecting to IRC server, the virus hides its script and restores it upon', '\ndisconnecting: upon connecting, it copies SCRIPT.INI from the C:MIRC directory to the', '\nC:WINDOWSSCRIPT1.INI file, reloads it into the mIRC client, and then', '\nerases the C:MIRCSCRIPT.INI contents. Upon disconnecting, the virus copies the', '\nC:WINDOWSSCRIPT1.INI back to C:MIRCSCRIPT.INI and erases the', '\nC:WINDOWSSCRIPT1.INI file.', 'In case the affected client enters a channel that has “help” or “nohack”', '\nsub-strings in the channel name, the virus script immediately exits this channel.', 'The virus disables any messages from any user on a channel, if s/he', '\nsends a message that has any of the following strings:', 'If an infected client enters a custom IRC command “/BY” (added by script),', '\nthe virus displays the text:', 'If the texts are “Hi”, “!”, “Hey”, or “Hello”, the virus opens one of the anti-viruses', '\nand other Internet addresses that have a mail server with open public relay ability:', 'and looks for the SendMail system allowed on there. If it is available, the', '\nvirus, using this e-mail server, sends spam messages with the following fields:', 'where Addr1 and Addr2 are randomly generated text strings up to eight', '\nletters of size, RndText is randomly generated text up to 50 symbols of the', '\nlength, and Addr3 is randomly selected from the list:']"
VirWare,Virus,MSWord,Smmd,https://threats.kaspersky.com/en/threat/Virus.MSWord.Smmd/,"['\nThe virus contains one macro that is names AutoOpen in documents and', '\nFileSaveAs in NORMAL.DOT. It infect  the global macros area (NORMAL.DOT) on', '\nopening an infected document (AutoOpen) and writes itself to documents that', '\nare saved with new name (FileSaveAs). While infecting the virus slightly', '\nmodifies its code: it inserts into its source WordBasic code empty lines.', '\n', '\nThe virus contains the comments:', '\n']"
